ID#         Opening Bid  Status       Address
2187          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2189          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2190          $1,400.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2192          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2193          $1,800.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2194          $2,400.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2195          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2196          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2197          $1,600.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2198          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2199          $1,500.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2200          $1,600.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2201          $1,700.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2202          $2,200.00  Upcoming     7210 BLUE HERON PL CARLSBAD CA 92011-4911
2205          $1,700.00  Upcoming     15507 DAVIS CUP LN RAMONA CA 92065
2206          $1,700.00  Upcoming     15501 DAVIS CUP LN RAMONA CA 92065
2207          $1,900.00  Upcoming     15511 DAVIS CUP LN RAMONA CA 92065
2208          $1,700.00  Upcoming     15515 DAVIS CUP LN RAMONA CA 92065
2209          $1,600.00  Upcoming     15515 DAVIS CUP LN RAMONA CA 92065
2210          $1,900.00  Upcoming     15509 DAVIS CUP LN RAMONA CA 92065
2211          $1,700.00  Upcoming     15509 DAVIS CUP LN RAMONA CA 92065
2212          $1,800.00  Upcoming     15519 DAVIS CUP LN RAMONA CA 92065
2214          $1,700.00  Upcoming     15523 DAVIS CUP LN RAMONA CA 92065
2215          $1,700.00  Upcoming     15517 DAVIS CUP LN RAMONA CA 92065
2216          $1,700.00  Upcoming     15527 DAVIS CUP LN RAMONA CA 92065
2217          $1,700.00  Upcoming     15531 DAVIS CUP LN RAMONA CA 92065
2218            $100.00  Upcoming     15531 DAVIS CUP LN RAMONA CA 92065
2219            $100.00  Upcoming     15529 DAVIS CUP LN RAMONA CA 92065
2220            $100.00  Upcoming     15526 DAVIS CUP LN RAMONA CA 92065
2221            $100.00  Upcoming     15526 DAVIS CUP LN RAMONA CA 92065
2222          $1,900.00  Upcoming     15535 DAVIS CUP LN RAMONA CA 92065
2223          $1,900.00  Upcoming     15533 DAVIS CUP LN RAMONA CA 92065
2224          $1,900.00  Upcoming     15551 DAVIS CUP LN RAMONA CA 92065
2225          $1,700.00  Upcoming     15551 DAVIS CUP LN RAMONA CA 92065
2226            $100.00  Upcoming     15549 DAVIS CUP LN RAMONA CA 92065
2227            $100.00  Upcoming     15601 DAVIS CUP LN RAMONA CA 92065-4901
2229          $1,900.00  Upcoming     15613 DAVIS CUP LN RAMONA CA 92065-4901
2231            $100.00  Upcoming     15619 DAVIS CUP LN RAMONA CA 92065-4901
2232          $1,900.00  Upcoming     15621 DAVIS CUP LN RAMONA CA 92065-4901
2233          $1,700.00  Upcoming     15625 DAVIS CUP LN RAMONA CA 92065-4901
2234          $1,700.00  Upcoming     15639 DAVIS CUP LN RAMONA CA 92065-4901
2235          $1,700.00  Upcoming     15643 DAVIS CUP LN RAMONA CA 92065-4901
2236          $1,900.00  Upcoming     15641 DAVIS CUP LN RAMONA CA 92065-4901
2237            $100.00  Upcoming     15653 DAVIS CUP LN RAMONA CA 92065-4901
2238          $1,700.00  Upcoming     15659 DAVIS CUP LN RAMONA CA 92065-4901
2240          $1,300.00  Upcoming     25382 PAPPAS RD #41 RAMONA CA 92065-4925
2241          $1,300.00  Upcoming     25382 PAPPAS RD #51 RAMONA CA 92065-4925
2242          $1,300.00  Upcoming     25382 PAPPAS RD #63 RAMONA CA 92065-4925
2243          $1,300.00  Upcoming     25382 PAPPAS RD #71 RAMONA CA 92065-4925
2244          $1,300.00  Upcoming     25382 PAPPAS RD #106 RAMONA CA 92065-4925
2245          $1,300.00  Upcoming     25382 PAPPAS RD #108 RAMONA CA 92065-4925
2246          $1,300.00  Upcoming     25382 PAPPAS RD #22 RAMONA CA 92065-4925
2247          $1,300.00  Upcoming     25382 PAPPAS RD #47 RAMONA CA 92065-4925
2248          $1,300.00  Upcoming     25382 PAPPAS RD #48 RAMONA CA 92065-4925
2249          $1,500.00  Upcoming     25382 PAPPAS RD #62 RAMONA CA 92065-4925
2250            $100.00  Upcoming     25382 PAPPAS RD #64 RAMONA CA 92065-4925
2251          $1,300.00  Upcoming     25382 PAPPAS RD #102 RAMONA CA 92065-4925
2252          $1,300.00  Upcoming     PAPPAS RD RAMONA CA 92065
2254          $1,300.00  Upcoming     25382 PAPPAS RD #33 RAMONA CA 92065-4925
2255            $100.00  Upcoming     25382 PAPPAS RD #31 RAMONA CA 92065-4925
2256          $1,300.00  Upcoming     25382 PAPPAS RD #38 RAMONA CA 92065-4925
2257          $1,300.00  Upcoming     25382 PAPPAS RD #34 RAMONA CA 92065-4925
2259            $100.00  Upcoming     25382 PAPPAS RD #48 RAMONA CA 92065-4925
2260          $1,300.00  Upcoming     25382 PAPPAS RD #55 RAMONA CA 92065-4925
2261            $100.00  Upcoming     25382 PAPPAS RD #52 RAMONA CA 92065-4925
2263            $100.00  Upcoming     PAPPAS RD RAMONA CA 92065
2264            $100.00  Upcoming     PAPPAS RD RAMONA CA 92065
2265          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2266            $100.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2267          $1,500.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2268            $100.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2269          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2270          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2271          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2272          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2273          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2274          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2275          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2276          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2277          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2278          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2279          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2280          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2281          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2282          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2283          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2284          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2285          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2286          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2287          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2288            $100.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2289          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2290          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2291          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2292            $100.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2293            $100.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2294          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2295          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2296          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2297          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2298          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2299          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2300          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2301          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2302          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2303          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2304          $1,800.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2305          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2306          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2307          $1,600.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2308          $1,700.00  Upcoming     535 S HIGHWAY 101 SOLANA BEACH CA 92075-2211
2309          $1,700.00  Upcoming     550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459
2310          $1,700.00  Upcoming     550 VIA DE LA VALLE #108 SOLANA BEACH CA 92075-2459
2311          $1,700.00  Upcoming     550 VIA DE LA VALLE #109 SOLANA BEACH CA 92075-2459
2313          $1,600.00  Upcoming     550 VIA DE LA VALLE #111A SOLANA BEACH CA 92075-2459
2314          $1,600.00  Upcoming     550 VIA DE LA VALLE #111A SOLANA BEACH CA 92075-2459
2315          $1,500.00  Upcoming     550 VIA DE LA VALLE #112C SOLANA BEACH CA 92075-2459
2316          $1,600.00  Upcoming     550 VIA DE LA VALLE #112C SOLANA BEACH CA 92075-2459
2317          $1,700.00  Upcoming     550 VIA DE LA VALLE #112C SOLANA BEACH CA 92075-2459
2319          $1,800.00  Upcoming     550 VIA DE LA VALLE #126E SOLANA BEACH CA 92075-2459
2320          $1,800.00  Upcoming     550 VIA DE LA VALLE #126E SOLANA BEACH CA 92075-2459
2321          $1,600.00  Upcoming     550 VIA DE LA VALLE #126E SOLANA BEACH CA 92075-2459
2322          $1,800.00  Upcoming     550 VIA DE LA VALLE #128 SOLANA BEACH CA 92075-2459
2323          $1,700.00  Upcoming     550 VIA DE LA VALLE #129 SOLANA BEACH CA 92075-2459
2324          $1,600.00  Upcoming     550 VIA DE LA VALLE #129 SOLANA BEACH CA 92075-2459
2325          $1,600.00  Upcoming     550 VIA DE LA VALLE #130 SOLANA BEACH CA 92075-2459
2326          $1,600.00  Upcoming     550 VIA DE LA VALLE #130 SOLANA BEACH CA 92075-2459
2328          $1,700.00  Upcoming     550 VIA DE LA VALLE #142 SOLANA BEACH CA 92075-2459
2329          $1,700.00  Upcoming     550 VIA DE LA VALLE #143 SOLANA BEACH CA 92075-2459
2330          $1,400.00  Upcoming     550 VIA DE LA VALLE #145 SOLANA BEACH CA 92075-2459
2331          $1,400.00  Upcoming     550 VIA DE LA VALLE #148A SOLANA BEACH CA 92075-2459
2332          $1,900.00  Upcoming     550 VIA DE LA VALLE #148A SOLANA BEACH CA 92075-2459
2333          $1,700.00  Upcoming     550 VIA DE LA VALLE #150 SOLANA BEACH CA 92075-2459
2334          $1,400.00  Upcoming     550 VIA DE LA VALLE #151 SOLANA BEACH CA 92075-2459
2335          $2,000.00  Upcoming     550 VIA DE LA VALLE #151 SOLANA BEACH CA 92075-2459
2336          $1,600.00  Upcoming     550 VIA DE LA VALLE #152D SOLANA BEACH CA 92075-2459
2337          $1,600.00  Upcoming     550 VIA DE LA VALLE #152D SOLANA BEACH CA 92075-2459
2338          $1,500.00  Upcoming     550 VIA DE LA VALLE #153 SOLANA BEACH CA 92075-2459
2339          $1,700.00  Upcoming     550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459
2341          $1,700.00  Upcoming     550 VIA DE LA VALLE #A43 SOLANA BEACH CA 92075-2459
2342          $1,600.00  Upcoming     550 VIA DE LA VALLE #A43 SOLANA BEACH CA 92075-2459
2343          $1,400.00  Upcoming     550 VIA DE LA VALLE #A43 SOLANA BEACH CA 92075-2459
2344          $1,800.00  Upcoming     550 VIA DE LA VALLE #E44 SOLANA BEACH CA 92075-2459
2345          $1,700.00  Upcoming     550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459
2346          $1,800.00  Upcoming     550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459
2347          $1,700.00  Upcoming     550 VIA DE LA VALLE #C47 SOLANA BEACH CA 92075-2459
2348          $1,700.00  Upcoming     550 VIA DE LA VALLE #C47 SOLANA BEACH CA 92075-2459
2349          $1,400.00  Upcoming     550 VIA DE LA VALLE #D49 SOLANA BEACH CA 92075-2459
2350          $1,800.00  Upcoming     550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459
2351          $1,700.00  Upcoming     550 VIA DE LA VALLE #200 SOLANA BEACH CA 92075-2459
2352          $1,600.00  Upcoming     550 VIA DE LA VALLE #A50 SOLANA BEACH CA 92075-2459
2353          $1,600.00  Upcoming     550 VIA DE LA VALLE #202 SOLANA BEACH CA 92075-2459
2354          $1,700.00  Upcoming     550 VIA DE LA VALLE #204A SOLANA BEACH CA 92075-2459
2355          $1,400.00  Upcoming     550 VIA DE LA VALLE #204A SOLANA BEACH CA 92075-2459
2356          $1,600.00  Upcoming     550 VIA DE LA VALLE #208 SOLANA BEACH CA 92075-2459
2357          $1,700.00  Upcoming     550 VIA DE LA VALLE #210A SOLANA BEACH CA 92075-2459
2358          $1,700.00  Upcoming     550 VIA DE LA VALLE #215 SOLANA BEACH CA 92075-2459
2359          $1,600.00  Upcoming     550 VIA DE LA VALLE #215 SOLANA BEACH CA 92075-2459
2360          $1,700.00  Upcoming     550 VIA DE LA VALLE #215 SOLANA BEACH CA 92075-2459
2361          $1,700.00  Upcoming     550 VIA DE LA VALLE #221 SOLANA BEACH CA 92075-2459
2362          $1,500.00  Upcoming     550 VIA DE LA VALLE #221 SOLANA BEACH CA 92075-2459
2363          $1,800.00  Upcoming     550 VIA DE LA VALLE #222 SOLANA BEACH CA 92075-2459
2364          $1,700.00  Upcoming     550 VIA DE LA VALLE #228 SOLANA BEACH CA 92075-2459
2365          $1,500.00  Upcoming     550 VIA DE LA VALLE #228 SOLANA BEACH CA 92075-2459
2366          $1,600.00  Upcoming     550 VIA DE LA VALLE #229 SOLANA BEACH CA 92075-2459
2367          $1,800.00  Upcoming     550 VIA DE LA VALLE #230 SOLANA BEACH CA 92075-2459
2368          $1,800.00  Upcoming     550 VIA DE LA VALLE #230 SOLANA BEACH CA 92075-2459
2369          $1,700.00  Upcoming     550 VIA DE LA VALLE #232 SOLANA BEACH CA 92075-2459
2370          $1,400.00  Upcoming     550 VIA DE LA VALLE #240 SOLANA BEACH CA 92075-2459
2371          $1,800.00  Upcoming     550 VIA DE LA VALLE #240 SOLANA BEACH CA 92075-2459
2372          $1,800.00  Upcoming     550 VIA DE LA VALLE #A243 SOLANA BEACH CA 92075-2459
2373          $1,800.00  Upcoming     550 VIA DE LA VALLE #A243 SOLANA BEACH CA 92075-2459
2375          $1,800.00  Upcoming     550 VIA DE LA VALLE #A249 SOLANA BEACH CA 92075-2459
2376          $1,700.00  Upcoming     550 VIA DE LA VALLE #C250 SOLANA BEACH CA 92075-2459
2377          $1,700.00  Upcoming     550 VIA DE LA VALLE #C250 SOLANA BEACH CA 92075-2459
2378          $1,800.00  Upcoming     550 VIA DE LA VALLE #C250 SOLANA BEACH CA 92075-2459
2379          $1,800.00  Upcoming     550 VIA DE LA VALLE #A251 SOLANA BEACH CA 92075-2459
2380          $1,700.00  Upcoming     550 VIA DE LA VALLE #A252 SOLANA BEACH CA 92075-2459
2381          $1,500.00  Upcoming     550 VIA DE LA VALLE #A253 SOLANA BEACH CA 92075-2459
2382          $1,800.00  Upcoming     550 VIA DE LA VALLE #A253 SOLANA BEACH CA 92075-2459
2383          $1,600.00  Upcoming     550 VIA DE LA VALLE #A253 SOLANA BEACH CA 92075-2459
2384          $1,600.00  Canceled     550 VIA DE LA VALLE #A87 SOLANA BEACH CA 92075-2459
2385          $1,700.00  Upcoming     550 VIA DE LA VALLE #A88 SOLANA BEACH CA 92075-2459
2386          $1,700.00  Upcoming     550 VIA DE LA VALLE #A92 SOLANA BEACH CA 92075-2459
2388          $1,700.00  Upcoming     550 VIA DE LA VALLE #A93 SOLANA BEACH CA 92075-2459
2389          $1,500.00  Upcoming     550 VIA DE LA VALLE #A95 SOLANA BEACH CA 92075-2459
2390          $1,700.00  Upcoming     550 VIA DE LA VALLE #A95 SOLANA BEACH CA 92075-2459
2391          $1,600.00  Upcoming     550 VIA DE LA VALLE #D96 SOLANA BEACH CA 92075-2459
2392          $1,600.00  Upcoming     550 VIA DE LA VALLE #D96 SOLANA BEACH CA 92075-2459
2393          $1,300.00  Upcoming     1420 OCEAN AVE DEL MAR CA 92014-2337
2394          $2,200.00  Upcoming     1420 OCEAN AVE DEL MAR CA 92014-2337
2396          $1,800.00  Upcoming     1420 OCEAN AVE DEL MAR CA 92014-2337
2397          $2,400.00  Upcoming     1420 OCEAN AVE DEL MAR CA 92014-2337
2398          $1,500.00  Upcoming     1420 OCEAN AVE DEL MAR CA 92014-2337
2399          $1,600.00  Upcoming     1570 CAMINO DEL MAR #604A DEL MAR CA 92014-2411
2400          $1,600.00  Upcoming     1570 CAMINO DEL MAR #608B DEL MAR CA 92014-2411
2401          $1,700.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2402          $1,600.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2403          $1,800.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2404          $1,800.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2405          $1,400.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2406          $1,700.00  Upcoming     321 COAST BLVD LA JOLLA CA 92037-4628
2407          $1,700.00  Upcoming     4767 OCEAN BLVD #107 SAN DIEGO CA 92109-2478
2408            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2409            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2410          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2411            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2412            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2413            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2414          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2415          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2416          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2417          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2418          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2419            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2420          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2421          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2422            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2423            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2424          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2425          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2426          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2427            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2428          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2429          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2430            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2431          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2432          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2433          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2434            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2435          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2436          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2437          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2438          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2439          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2440            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2441          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2442          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2443          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2444            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2445            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2446          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2447          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2448            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2449            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2450            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2451            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2452          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2453          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2454            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2455          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2456          $1,400.00  Upcoming     500 E ST SAN DIEGO CA 92101-6206
2457          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2458          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2459          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2460          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2461          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2462            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2463            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2464          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2465          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2466          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2467            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2468          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2469          $1,400.00  Canceled     500-524 E ST SAN DIEGO CA 92101-6206
2470          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2471          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2472          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2473          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2474          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2475          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2476          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2477          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2478          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2479          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2480          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2481            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2482          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2483            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2484          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2485          $1,300.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2486          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2487            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2488            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2489          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2490            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2491            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2492            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2493          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2494            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2495          $1,600.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2496            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2497          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2498            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2499          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2500            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2501          $1,400.00  Canceled     500-524 E ST SAN DIEGO CA 92101-6206
2502          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2503          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2504          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2505            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2506          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2507          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2508            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2509          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2510          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2511            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2512            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101
2513            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2514          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2515            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2516            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2517          $1,500.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2518            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2519            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2520            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2521            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2522            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2523          $1,400.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
2524            $100.00  Upcoming     500-524 E ST SAN DIEGO CA 92101-6206
